Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes,Boxscore Link,Team 1 TS PCT,Team 2 TS PCT,Team 1 EFG PCT,Team 2 EFG PCT,Team 1 3P AR,Team 2 3P AR,Team 1 FT AR,Team 2 FT AR,Team 1 TRB PCT,Team 2 TRB PCT,Team 1 AST PCT,Team 2 AST PCT,Team 1 STL PCT,Team 2 STL PCT,Team 1 BLK PCT,Team 2 BLK PCT,Team 1 TO PCT,Team 2 TO PCT,Team 1 OFF RT,Team 2 OFF RT,Team 1 DEF RT,Team 2 DEF RT
"Fri, Jan 5, 2024",10:00p,Toronto Raptors,130,Sacramento Kings,135,Box Score,,"17,941",2:21,Golden 1 Center,,https://www.basketball-reference.com/boxscores/202401050SAC.html,.657,.633,.615,.625,.425,.380,.310,.150,46.8,53.2,66.0,67.3,4.8,3.8,16.1,2.0,12.4,12.3,124.5,128.6,129.3,123.9
"Sat, Jan 6, 2024",7:00p,Boston Celtics,118,Indiana Pacers,101,Box Score,,"17,274",2:11,Gainbridge Fieldhouse,,https://www.basketball-reference.com/boxscores/202401060IND.html,.600,.497,.600,.457,.456,.457,.211,.239,59.6,40.4,56.5,60.5,6.0,12.1,12.0,4.1,15.5,8.1,118.3,101.7,101.2,118.8
"Sat, Jan 6, 2024",7:00p,New York Knicks,121,Washington Wizards,105,Box Score,,"20,333",2:10,Capital One Arena,,https://www.basketball-reference.com/boxscores/202401060WAS.html,.620,.560,.575,.547,.414,.435,.276,.235,50.0,50.0,62.8,82.5,9.0,5.0,4.2,5.9,12.5,17.6,121.4,105.4,105.4,121.4
"Sat, Jan 6, 2024",7:30p,Utah Jazz,120,Philadelphia 76ers,109,Box Score,,"20,278",2:13,Wells Fargo Center,,https://www.basketball-reference.com/boxscores/202401060PHI.html,.663,.478,.625,.438,.375,.365,.300,.221,58.5,41.5,65.2,71.4,3.9,11.9,6.1,12.0,20.9,5.0,118.4,108.1,107.6,119.0
"Sat, Jan 6, 2024",8:00p,Milwaukee Bucks,108,Houston Rockets,112,Box Score,,"18,055",2:37,Toyota Center,,https://www.basketball-reference.com/boxscores/202401060HOU.html,.572,.577,.520,.512,.447,.410,.553,.386,47.1,52.9,57.1,61.1,7.1,7.1,8.2,4.8,10.4,9.3,109.4,113.4,113.4,109.4
"Sun, Jan 7, 2024",1:00p,San Antonio Spurs,115,Cleveland Cavaliers,117,Box Score,,"19,432",2:18,Rocket Mortgage Fieldhouse,,https://www.basketball-reference.com/boxscores/202401070CLE.html,.601,.602,.558,.580,.430,.489,.256,.239,47.6,52.4,53.7,62.8,10.2,6.1,13.3,6.1,10.3,14.1,117.7,119.7,119.7,117.7
"Sun, Jan 7, 2024",3:00p,Portland Trail Blazers,134,Brooklyn Nets,127,Box Score,OT,"17,732",2:40,Barclays Center,,https://www.basketball-reference.com/boxscores/202401070BRK.html,.619,.623,.579,.582,.400,.407,.316,.275,46.3,53.7,46.7,63.0,4.7,6.6,9.3,12.3,8.5,13.6,127.2,120.6,120.6,127.2
"Sun, Jan 7, 2024",6:00p,Atlanta Hawks,110,Orlando Magic,117,Box Score,OT,"19,349",2:35,Kia Center,,https://www.basketball-reference.com/boxscores/202401070ORL.html,.530,.543,.511,.526,.330,.418,.319,.224,46.7,53.3,50.0,58.1,8.5,7.5,17.5,4.9,11.1,10.8,104.1,110.2,110.7,103.6
"Sun, Jan 7, 2024",6:00p,New Orleans Pelicans,133,Sacramento Kings,100,Box Score,,"17,832",1:56,Golden 1 Center,,https://www.basketball-reference.com/boxscores/202401070SAC.html,.747,.519,.726,.500,.427,.495,.195,.132,67.1,32.9,70.0,73.7,2.1,9.6,19.6,4.3,15.2,8.5,141.3,106.2,106.2,141.3
"Sun, Jan 7, 2024",7:30p,Minnesota Timberwolves,108,Dallas Mavericks,115,Box Score,,"20,111",2:17,American Airlines Center,,https://www.basketball-reference.com/boxscores/202401070DAL.html,.523,.554,.505,.532,.436,.421,.223,.211,53.7,46.3,53.7,46.5,6.3,7.4,7.3,15.1,11.2,9.6,113.5,120.9,120.9,113.5
