date,arena,team,opponent,home,win,points,opponent_points,true_shooting,opponent_true_shooting,effective_field_goal,opponent_effective_field_goal,3pt_attempted,opponent_3pt_attempted,free_throws_attempted,opponent_free_throws_attempted,rebounds,opponent_rebounds,assists,opponent_assists,steals,opponent_steals,blocks,opponent_blocks,turnovers,opponent_turnovers,offensive_rating,opponent_offensive_rating,defensive_rating,opponent_defensive_rating,team_code,opponent_code,arena_code,weighted_points,weighted_opponent_points,weighted_true_shooting,weighted_opponent_true_shooting,weighted_effective_field_goal,weighted_opponent_effective_field_goal,weighted_3pt_attempted,weighted_opponent_3pt_attempted,weighted_free_throws_attempted,weighted_opponent_free_throws_attempted,weighted_rebounds,weighted_opponent_rebounds,weighted_assists,weighted_opponent_assists,weighted_steals,weighted_opponent_steals,weighted_blocks,weighted_opponent_blocks,weighted_turnovers,weighted_opponent_turnovers,weighted_offensive_rating,weighted_opponent_offensive_rating,weighted_defensive_rating,weighted_opponent_defensive_rating
2024-02-14,Scotiabank Arena,Indiana Pacers,Toronto Raptors,0,1,127,125,0.593,0.571,0.572,0.541,0.423,0.265,0.237,0.265,41.1,58.9,68.1,60.0,8.5,5.7,12.5,12.5,6.9,12.1,120.5,118.6,118.6,120.5,11,27,23,113.15693977827276,115.85504659351561,0.6146164221110487,0.6108138485781627,0.6024892279669419,0.5788771442010512,0.36196816039785357,0.37490363544809185,0.22124070291834935,0.22214247612307583,44.97257406250563,55.027425970212484,69.16814860963291,54.14654775976194,7.813189715325262,6.284913198404669,7.151472690469049,7.756918939349755,12.4092539531395,13.729156376293046,114.72456390901202,116.70932115028559,117.28951889337631,114.18293279855409
2024-02-22,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,1,1,129,115,0.63,0.593,0.601,0.596,0.319,0.337,0.202,0.202,50.6,49.4,72.0,57.4,9.4,5.7,8.5,6.3,12.0,13.4,121.5,108.8,108.3,122.1,11,8,12,118.60375955127637,119.45330537732525,0.6061110227636376,0.5951483198438053,0.5904926515529131,0.5639736492602879,0.3859823180626446,0.3316599245131298,0.22744150314446165,0.23900559776928634,43.448834900916935,56.55116511892761,68.7478648808716,56.449701751132984,8.083428504938922,6.0547677881029145,9.255954202460039,9.623175915214095,10.241531434721226,13.088133291687797,116.99702093760585,117.45324530997831,117.80515302985883,116.66850506285901
2024-02-25,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,1,1,133,111,0.662,0.577,0.634,0.552,0.387,0.356,0.183,0.241,54.8,45.2,73.1,36.6,11.4,8.7,0.0,7.0,13.0,14.3,126.9,106.9,105.9,128.1,11,6,12,122.69436142210553,117.70106624841046,0.6155106028769715,0.5943030218521368,0.594626971014559,0.5765750363576575,0.35962682956361053,0.3337610804920339,0.21743105168628882,0.2244450296280619,46.262599114739906,53.737400897296425,70.02748034072076,56.823614976191024,8.601459022541889,5.915177540562817,8.95850940113055,8.315608080195606,10.933434901017714,13.210843279665022,118.76880513861435,114.04845858651552,114.06516673786885,118.80563179255059
2024-02-26,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,1,0,122,130,0.554,0.628,0.525,0.615,0.42,0.292,0.23,0.177,48.9,51.1,58.7,66.0,7.9,3.9,7.4,12.1,8.3,10.4,119.9,127.1,127.7,119.3,11,27,12,126.74931423459032,115.06440213242604,0.6338027552933296,0.5874948132589976,0.6101190507545783,0.5669055130144705,0.37039733287679194,0.3425114134795385,0.20388348849388244,0.23095890289878626,49.62180460883249,50.3781953984679,71.2364226240775,48.8662425332822,9.702599094709663,7.010919796495175,5.433610617108997,7.797956636804232,11.746564907175294,13.639393055884842,121.96818101647226,111.23575930240725,110.85242396818273,122.46268071952414
2024-02-28,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,1,1,123,114,0.58,0.569,0.559,0.528,0.373,0.322,0.088,0.256,55.6,44.4,68.0,61.9,5.0,2.0,14.8,6.3,8.6,9.1,123.1,115.2,114.1,124.3,11,18,12,124.88060469588848,120.9411019721783,0.6024028178149461,0.6034323623641978,0.5766273140082844,0.5858292190801279,0.38991446158625626,0.3226367209407602,0.21415953504680288,0.20972772897256875,49.33779662557876,50.66220337884915,66.30372468461763,55.60785078035602,8.993331618111581,5.786868236481195,6.207324550343273,9.490678800808672,10.390447286891314,12.364791207254237,121.15441519632597,117.47785162384965,117.48142859486373,121.21826282327326
2024-03-01,Smoothie King Center,Indiana Pacers,New Orleans Pelicans,0,0,102,129,0.496,0.662,0.474,0.645,0.337,0.372,0.189,0.302,48.4,51.6,62.5,52.1,9.0,9.0,14.8,6.3,13.5,14.9,101.5,128.4,128.4,101.5,11,18,24,124.14064440685586,118.2099911583178,0.5935879958687207,0.5898842834602206,0.569691506394406,0.563075194399335,0.3832591395445956,0.32238619077225206,0.16451962602097361,0.22793444892733136,51.80178165605774,48.19821834662791,66.97115701390692,58.08361858279913,7.422078060784446,4.296851689717671,9.588278890823347,8.235244517985526,9.685961174098843,11.080195964759843,121.91994316550074,116.58158684814096,116.15094011641376,122.43083191713905
2024-03-03,Frost Bank Center,Indiana Pacers,San Antonio Spurs,0,0,105,117,0.513,0.627,0.473,0.6,0.323,0.294,0.226,0.224,48.3,51.7,48.8,71.7,9.3,6.2,6.7,12.7,10.5,14.6,108.7,121.2,121.2,108.7,11,26,11,115.42897965855282,122.4555288189495,0.5551901115142875,0.6182596068714794,0.5320398325022935,0.5953100936122004,0.3650575864257218,0.341907703558238,0.1741519026204895,0.25707697244591554,50.463284872046984,49.536715129581935,65.21189381332367,55.72924812649385,8.042941965232574,6.1473963526381645,11.638931357412899,7.473785134198992,11.186668514756626,12.58317173853286,113.88532159946537,121.23177007424664,120.97056962794906,114.1951912910363
2024-03-05,American Airlines Center,Indiana Pacers,Dallas Mavericks,0,1,137,120,0.661,0.587,0.634,0.554,0.419,0.419,0.258,0.226,51.2,48.8,68.0,51.1,3.0,5.0,3.7,11.1,8.0,8.1,136.2,119.9,119.3,136.9,11,6,1,111.32549591243159,120.30894549363869,0.53858959617011,0.6216986835896108,0.508809468556939,0.5971554279846175,0.3485092156407138,0.323057491044495,0.19455253929156108,0.2440621979189175,49.612098600589,50.387901400398995,58.75431678172877,62.01324933005567,8.537555760875458,6.168094275062336,9.695613294487018,9.530140449645785,10.916485507259225,13.37673182404527,111.84505653054588,121.21926952409193,121.06084344508184,112.03300199899934
2024-03-07,Gainbridge Fieldhouse,Indiana Pacers,Minnesota Timberwolves,1,0,111,113,0.602,0.531,0.573,0.505,0.317,0.255,0.28,0.194,44.8,55.2,61.9,50.0,5.1,9.0,13.7,10.7,14.0,9.4,112.4,113.2,114.4,111.2,11,17,12,121.42762609797256,120.18738491407193,0.5867543370093677,0.6080458154487665,0.5580681043740657,0.580175090205691,0.3762451780589015,0.3608079267487328,0.2195171697994195,0.23695527681962114,50.23688911665664,49.763110883942616,62.392209658127975,57.719220315767075,6.358697348839258,5.708484991260104,7.336523286887016,10.147832051267487,9.768937878760259,11.3004996343648,121.4279800702082,120.70017741478627,120.36800553639617,121.8174032973805
2024-03-10,Kia Center,Indiana Pacers,Orlando Magic,0,1,111,97,0.6,0.481,0.538,0.426,0.295,0.409,0.423,0.33,50.0,50.0,52.6,54.5,5.1,7.1,19.2,5.5,12.3,11.4,113.3,99.0,99.0,113.3,11,21,15,117.32467493643995,117.35936931354065,0.5927530379685354,0.5777306492722379,0.563943347495242,0.5505959970564143,0.3529340169328578,0.31917575161373457,0.2433153090971549,0.22005369238754346,48.09763994271017,51.9023600576533,62.19854024866129,54.681943790589344,5.863438533370013,7.003595230294966,9.840356271129622,10.3650932097831,11.43373110031934,10.552711297014895,117.87574670785587,117.74908755535209,118.019778335159,117.63978062639525
2024-03-12,Paycom Center,Indiana Pacers,Oklahoma City Thunder,0,1,121,111,0.621,0.526,0.59,0.505,0.315,0.374,0.213,0.152,46.2,53.8,70.8,55.8,7.9,4.9,16.1,6.6,8.5,11.0,119.0,108.6,109.2,118.4,11,20,21,114.83610926166688,109.34858170107492,0.5956044953381435,0.5396701045175217,0.5537354356714432,0.5015712922921801,0.33013875751008903,0.35451883936808715,0.3140157258864371,0.26331419351084884,48.846160299441046,51.153839700779415,58.42180894929878,54.61035448733677,5.563048877294959,7.041527551431362,13.523089114453056,8.450828194093187,11.774581352788154,10.886093424011385,116.07533066939374,110.3718964439576,110.536078701212,115.93221000633562
2024-03-13,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,1,0,129,132,0.579,0.622,0.535,0.576,0.455,0.304,0.283,0.348,49.5,50.5,65.2,45.8,3.7,5.5,9.4,9.3,7.5,10.2,118.6,121.4,121.4,118.6,11,4,12,117.26141128408221,109.99836416969146,0.6055968478037089,0.5342913375113532,0.5680044298736093,0.5029203836520142,0.3241821205798239,0.3621840787899581,0.2742691348632511,0.21951547122551476,47.804977352125356,52.195022648008354,63.29224761596919,55.0784435223802,6.482567493829534,6.198902118562442,14.537024540568549,7.722584045578082,10.486133988189282,10.930912169320019,117.22609838146607,109.67470951909607,110.01037269607411,116.9032097071105
2024-03-16,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,1,1,121,100,0.54,0.552,0.505,0.494,0.286,0.325,0.152,0.403,52.6,47.4,42.0,54.5,12.9,8.0,7.7,4.0,10.4,18.8,120.3,100.4,99.4,121.5,11,2,12,121.88018604203913,118.65533330508588,0.5951318036446601,0.5688020070782485,0.5550181986246797,0.53167497208491,0.3756549452930729,0.3392904276932451,0.27770446260874565,0.27007019399954474,48.471916795156744,51.528083204924364,64.04288968794545,51.42766047073567,5.387712497727355,5.923905563046235,12.515762883551027,8.343248860523243,9.311181817846762,10.643320640249662,117.76668654493038,114.28825182929509,114.49184183746884,117.57084466425974
2024-03-18,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,1,0,103,108,0.525,0.585,0.511,0.55,0.418,0.4,0.176,0.35,53.6,46.4,66.7,71.1,8.6,8.6,6.3,7.5,10.1,13.2,110.3,115.6,115.6,110.3,11,5,12,121.53385982074784,111.31503161669279,0.573439129235743,0.5621909324376664,0.5353375710094644,0.5168510256733155,0.34037847311510755,0.3336675825363597,0.22824361063490453,0.32237399707107156,50.09619097041778,49.90380902963142,55.369688424402355,52.63653187845411,8.343567305295606,6.740785071528706,10.620907838779816,6.634313596669304,9.739598389671487,13.852723886866212,118.76346771883773,108.82365054427753,108.5536647859587,119.11684682210006
2024-03-20,Little Caesars Arena,Indiana Pacers,Detroit Pistons,0,1,122,103,0.636,0.499,0.631,0.439,0.33,0.256,0.205,0.333,46.5,53.5,76.0,62.2,12.7,7.8,9.0,1.7,11.9,12.7,118.7,100.7,100.2,119.3,11,8,16,114.24135422409967,110.0106683134409,0.5543798170112607,0.5711656012039877,0.5257614830001736,0.529894130732839,0.3709201640906043,0.35976735507544444,0.20768735162415858,0.3332439822182939,51.47483239778042,48.52516760224942,59.827818645303076,59.9013404996556,8.444465708509055,7.472329142886729,8.92076308201261,6.974934654683577,9.88140537352595,13.595897049711157,115.43335265896322,111.48993629417731,111.32618165407116,115.64768791959358
2024-03-22,Chase Center,Indiana Pacers,Golden State Warriors,0,1,123,111,0.58,0.491,0.561,0.472,0.364,0.453,0.162,0.151,43.9,56.1,66.7,55.8,7.8,5.9,17.2,9.5,9.4,11.0,120.5,108.8,108.8,120.5,11,9,5,117.29414345906655,107.25218527717777,0.5864948565659741,0.5427706497068135,0.5671696128569161,0.49413007707739515,0.35481933412142347,0.31893808233054444,0.20662996115348076,0.33314798269581997,49.517388376185544,50.48261162383256,66.19107617394333,60.805792536801405,10.118887978752264,7.601257578866485,8.951940379859513,4.899409596046262,10.67566046951232,13.243389028595912,116.71867823319245,107.24442717876465,106.94837029872639,117.08476074439469
2024-03-24,Crypto.com Arena,Indiana Pacers,Los Angeles Lakers,0,0,145,150,0.636,0.695,0.636,0.629,0.336,0.281,0.15,0.483,49.4,50.6,66.1,56.0,5.5,5.5,6.3,9.9,8.8,8.5,131.9,136.4,136.4,131.9,11,13,6,119.53922306800197,108.7268354636859,0.5839393296376991,0.5224004863204251,0.5647420593562769,0.4854225702492439,0.35843164466806565,0.3716873366336043,0.1890694397813698,0.261478336109821,47.30711827766989,52.692881722341085,66.39132209603837,58.83616664973072,9.206476655552306,6.931864881651006,12.197298957247058,6.709600867222328,10.173727186142633,12.360684227506361,118.20651241419246,107.85649739050507,107.676929815743,118.4285526812212
2024-03-25,Crypto.com Arena,Indiana Pacers,Los Angeles Clippers,0,1,133,116,0.695,0.613,0.68,0.576,0.326,0.235,0.256,0.259,48.6,51.4,56.0,56.5,7.6,4.3,4.6,6.9,7.7,9.6,144.5,124.7,126.0,142.9,11,12,6,129.55725817063902,124.96656028536134,0.6044236072600716,0.5903131031018477,0.592779874251599,0.5419158868134296,0.3496054802389612,0.33600465011596164,0.17369681308519724,0.34864031906004944,48.13060306825461,51.86939693175205,66.27669578309902,57.72022202911614,7.748091731101615,6.368469951287136,9.876892627061682,7.964925109249745,9.633207656476271,10.84162335145159,123.5944799408134,119.08749053175376,118.97857729217031,123.72915417045711
2024-03-27,United Center,Indiana Pacers,Chicago Bulls,0,0,99,125,0.52,0.59,0.476,0.561,0.494,0.276,0.271,0.184,42.6,57.4,73.5,57.1,3.2,7.3,5.6,11.6,12.0,7.0,104.0,130.6,131.3,103.4,11,4,31,130.9118715270174,121.43849372523331,0.6400626407570607,0.5992397014575311,0.6270983195896035,0.5553269403432294,0.3403174475021707,0.2962624170688779,0.2060805937441125,0.31336960185634277,48.31529636932139,51.684703630682655,62.23313107298909,57.2401020723157,7.689822175363048,5.554590444149945,7.8005971663244535,7.545909729057796,8.872549715244066,10.353082630470544,131.82016112686588,121.2958409295812,121.7412918528988,131.27229423175817
2024-03-29,Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,1,1,109,90,0.573,0.479,0.539,0.436,0.348,0.349,0.157,0.209,48.9,51.1,62.8,68.6,8.2,3.1,10.7,5.2,9.5,14.6,111.1,92.7,91.8,112.3,11,13,12,118.35552848994668,122.83983724959509,0.5928216727052209,0.5956041622205842,0.5676457634621526,0.5575591153837899,0.40078682004717014,0.2882897771921591,0.23162438969546414,0.2624666299606883,46.06650247733772,53.93349752266474,66.66629855680432,57.18497620234876,5.923214806015361,6.241355590621532,6.934729651052523,9.141069953430856,10.10310551556852,9.033747419930272,120.87378068158972,124.9567422609476,125.5023504415382,120.30540100809293
2024-04-01,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,1,1,133,111,0.602,0.559,0.578,0.529,0.301,0.299,0.165,0.322,52.2,47.8,66.0,48.8,5.9,3.0,14.8,5.6,8.3,13.1,130.9,109.8,109.2,131.5,11,2,12,114.67441486696768,109.91836815185242,0.5850224522225055,0.5497239994368899,0.5563745338106715,0.5097293304478142,0.38001682478734217,0.3121773885090593,0.2022619803126425,0.24142915034266751,47.18139687828553,52.81860312171595,65.14502861430451,61.67643808537518,6.819059974268541,5.005328478771647,8.416248091256469,7.590379758828055,9.865801986234102,11.22389715048316,117.02809764469119,112.26470316371294,112.24150884717253,117.15552115470277
2024-04-03,Barclays Center,Indiana Pacers,Brooklyn Nets,0,0,111,115,0.515,0.582,0.495,0.552,0.369,0.368,0.107,0.31,47.4,52.6,58.7,52.4,8.5,4.3,16.4,12.3,7.7,11.6,118.0,122.3,122.3,118.0,11,2,3,121.88497075964189,110.34395712157684,0.5917025967462135,0.5533738212589621,0.5648834917255934,0.5173117480834086,0.34892612686666424,0.3069924901456894,0.1876005335012262,0.2731313094037307,49.156063337750645,50.84393666225026,65.4814336413987,56.609954486671484,6.457438052508573,4.216293205169898,10.928058743348002,6.807226348200652,9.249706911689922,11.9620861009938,122.48626591296532,111.2949180358826,111.04476836759736,122.79963378272797
2024-04-05,Gainbridge Fieldhouse,Indiana Pacers,Oklahoma City Thunder,1,1,126,112,0.648,0.58,0.608,0.535,0.398,0.349,0.239,0.279,50.0,50.0,65.2,57.1,8.0,8.0,8.9,11.3,12.6,13.4,125.4,112.0,111.5,126.0,11,20,12,117.60206849579832,112.1759672412997,0.561522476606153,0.5646373449231465,0.5373864803393466,0.5309605116807519,0.3568245804854502,0.33099707480064006,0.15588669475768896,0.2876380087699038,48.46510625474308,51.534893745257484,62.813147420315,54.95346647216102,7.261123554484105,4.249229262509269,13.081099859694088,8.968464373321972,8.639944755508516,11.819616321708546,120.72105782383716,115.6250803761123,115.47335693278032,120.91112504461704
2024-04-07,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,1,1,117,115,0.614,0.586,0.564,0.512,0.372,0.321,0.244,0.381,48.7,51.3,61.4,53.8,4.2,3.2,10.5,3.7,6.8,6.7,122.7,121.3,120.6,123.4,11,15,12,120.90639706453503,112.1067295269533,0.5955487306856153,0.5706820786812984,0.5651707353355927,0.5325499264848249,0.37302584563789565,0.33808067390207497,0.1885892321404836,0.2842392171578133,49.06903988410051,50.930960115899815,63.75230073020685,55.79806160326453,7.551848782055118,5.725042550158906,11.435965256224653,9.885852158207467,10.198105080060106,12.441448845006805,122.56207811513468,114.19872239203471,113.909962801713,122.91344131611648
2024-04-09,Scotiabank Arena,Indiana Pacers,Toronto Raptors,0,1,140,123,0.641,0.567,0.626,0.527,0.455,0.223,0.232,0.351,52.4,47.6,61.1,44.7,8.7,7.7,11.0,11.1,11.4,12.1,134.6,118.8,118.3,135.3,11,27,23,119.36934958865191,113.2451427512559,0.6028087394502107,0.5767092110771416,0.5647100868754459,0.5244641604678869,0.3726222068315162,0.33135995241016186,0.21039167041498394,0.32231161854841756,48.923834004363755,51.07616599563643,62.82674251373488,55.01188562237451,6.232999053036876,4.731515723750351,11.067691624326041,7.451908990402393,8.861054915981706,10.182364755668315,122.61634614818382,116.99285740763825,116.54228732462094,123.1048872404752
2024-04-12,Rocket Mortgage Fieldhouse,Indiana Pacers,Cleveland Cavaliers,0,0,120,129,0.608,0.614,0.567,0.595,0.36,0.337,0.247,0.242,48.8,51.3,80.4,56.0,6.9,8.8,3.2,3.5,12.4,9.5,117.7,125.9,126.5,117.1,11,5,22,127.48687799570433,117.08337999751667,0.6178358295434793,0.5728889341999078,0.5888257885588342,0.5254619355756621,0.40503534276384867,0.28872363342176505,0.21889388560151218,0.333599617072084,50.29159874539613,49.708401254603984,62.14732227600946,50.95447478942003,7.203688288126766,5.899523273579722,11.041057045559493,8.887320953257037,9.860051963216236,10.936895430167304,127.33154652349008,117.70391261126005,117.2338933714171,127.90329021269547
2024-04-14,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,1,1,157,115,0.752,0.57,0.745,0.506,0.36,0.404,0.1,0.303,60.0,40.0,63.1,64.1,9.5,5.7,11.3,7.8,13.3,14.4,148.6,108.9,108.9,148.6,11,0,12,124.54102104992255,121.77220460834904,0.6139657321818275,0.5890648781387806,0.5802380099333382,0.5528230319095667,0.3873153161569417,0.30771890353077425,0.22995277989192645,0.29755797617215574,49.70470037107165,50.33464656295716,69.32919133854594,52.93973426543021,7.084196257744527,7.04077193764317,7.9558415026875915,6.767575331862685,10.859443641613737,10.371521133197446,123.54182826694537,120.92882170904518,120.879822233598,123.65252673977324
2024-04-21,Fiserv Forum,Indiana Pacers,Milwaukee Bucks,0,0,94,109,0.469,0.588,0.44,0.552,0.418,0.425,0.231,0.149,51.5,48.5,55.6,51.2,4.1,5.1,10.0,9.4,11.5,11.5,97.0,111.9,112.4,96.5,11,16,9,137.31263408381105,119.10754972881088,0.6682779844772936,0.5815634331148556,0.6450668014693013,0.5343996044338553,0.37656757672892904,0.34560256304066483,0.17882034531934082,0.29969924569752576,53.75558512412687,46.268279997727305,66.87819553204449,57.33095666144309,8.03474096247354,6.513219287862897,9.271665340441498,7.173802784931078,11.819727741882119,11.956604055279845,133.4014505675579,116.19584916675282,116.16612948258428,133.46859258531137
2024-04-23,Fiserv Forum,Indiana Pacers,Milwaukee Bucks,0,1,125,108,0.65,0.567,0.644,0.517,0.4,0.372,0.156,0.244,52.9,47.1,76.0,63.2,3.2,4.3,11.1,7.4,5.9,7.7,134.1,115.9,115.9,134.1,11,16,9,120.27044052474581,115.13053880509392,0.5898682073912168,0.5840960248408689,0.5643793023803348,0.5413248204660629,0.39286996497990423,0.3768430201815622,0.19935143962296237,0.24040371291111653,52.868081533374664,47.14639339472766,62.440571376419015,54.91861318853464,6.4865410317673975,5.957160826986101,9.558242698446405,8.04974313449382,11.693924678212191,11.776944358876348,119.07859582723769,114.50556422913655,114.68427299963504,118.92258484941645
2024-04-26,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,1,1,121,118,0.524,0.591,0.49,0.523,0.467,0.352,0.229,0.307,53.8,46.2,71.1,48.8,5.1,6.1,7.0,3.6,6.5,10.7,123.9,120.2,120.8,123.3,11,16,12,122.13137717132393,112.32489040556014,0.6135282241592914,0.5773692632251958,0.5957076057459644,0.5317537494046725,0.3956754151554871,0.37493744022572445,0.18229397727400773,0.24181874161946346,52.88064047138071,47.12813901631048,67.77579081161305,58.17708499390641,5.193387900170518,5.305118849641812,10.164876926771928,7.794089132008291,9.414192957401347,10.17279175160097,124.98905781728436,115.0542319519713,115.16262430043818,124.89443237598402
2024-04-28,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,1,1,126,113,0.65,0.588,0.64,0.578,0.483,0.367,0.202,0.156,47.5,52.5,71.7,56.5,5.1,5.2,10.5,8.7,7.6,8.6,129.4,116.6,116.0,130.0,11,16,12,121.68621494210691,114.55787203374288,0.5783016128622355,0.5827325402316087,0.5541149038497427,0.528309417401375,0.4237394525005279,0.36591226075222777,0.20067136522345067,0.26746556835355356,53.24238025859344,46.76294476986783,69.08376520794486,54.48748954753549,5.156642624699602,5.61788021148011,8.919594890304268,6.143843648130575,8.267547376982549,10.380232033292595,124.56054695638268,117.07893391110096,117.38075879789679,124.26707212087277
2024-04-30,Fiserv Forum,Indiana Pacers,Milwaukee Bucks,0,0,92,115,0.53,0.62,0.519,0.589,0.469,0.345,0.16,0.238,45.0,55.0,69.4,52.3,3.4,9.0,5.5,9.3,13.0,10.6,103.8,129.7,129.7,103.8,11,16,9,123.3835571029776,113.94489715237394,0.606512729949,0.5848051241516679,0.5879080559725015,0.5478611381549509,0.44705666103021335,0.3663402527964534,0.20119414227246238,0.22360728470872449,50.98292968656549,49.02030010646012,70.11317338561166,55.27935070758813,5.1343554885269045,5.4534571603498865,9.541435846203031,7.149612801571999,8.004887950950662,9.67976530959452,126.46472335280649,116.89048810105882,116.83747254459236,126.52280347138802
2024-05-02,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,1,1,120,98,0.649,0.505,0.618,0.464,0.471,0.325,0.2,0.386,52.4,47.6,71.7,54.3,7.5,4.3,5.4,0.0,10.6,11.0,128.6,105.6,105.0,129.3,11,16,12,111.0350895937981,114.36004777376469,0.5764073165723814,0.5986532287332069,0.5607948486485164,0.5640480189852954,0.4556906921383574,0.35794351760706716,0.1849855102888127,0.2292703768993265,48.62883028980687,51.373128678687685,69.83256152406453,54.10706755018873,4.45193977863245,6.8489130317679,7.95125474998381,7.995724233899863,9.970311393551583,10.041849446137913,117.54684960738203,121.93063829733839,121.89848273689974,117.58207698002151
2024-05-06,Madison Square Garden (IV),Indiana Pacers,New York Knicks,0,0,117,121,0.607,0.647,0.58,0.604,0.295,0.28,0.216,0.317,44.4,55.6,69.6,56.8,9.4,5.2,8.5,6.5,7.7,13.8,121.8,126.0,126.0,121.8,11,19,17,114.5625069770617,107.92287056915168,0.6049703118303361,0.5618035546077701,0.5833033218118235,0.5246821909580933,0.461714435402934,0.34498125346746916,0.190893251650225,0.2909386783042361,50.112669947788255,49.88851822666509,70.56734130921811,54.182980553935984,5.6512580230901035,5.8459939027083125,6.947414226602669,4.849651894467574,10.21807455411731,10.418852312462002,121.89592540046246,115.50503282001306,115.24944788255432,122.19272042023059
2024-05-08,Madison Square Garden (IV),Indiana Pacers,New York Knicks,0,0,121,130,0.602,0.679,0.597,0.651,0.366,0.349,0.183,0.256,43.6,56.4,68.8,57.1,5.5,5.4,5.4,5.1,8.2,10.3,132.2,140.5,142.0,130.7,11,19,17,115.5215857487523,113.06832005916009,0.6057689318954429,0.5953257437710796,0.5820035659577685,0.5558913169548517,0.3961174164885608,0.319413122534578,0.2007719873601719,0.3011930093588852,47.86490947215255,52.13581119208251,70.18672216244735,55.21269746889801,7.1262730556524,5.591815107980012,7.558309126600868,5.4990132747959235,9.227289420514369,11.749230262491734,121.85818169642572,119.63448063266009,119.47946053193064,122.0381969755651
2024-05-10,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,1,1,111,106,0.573,0.591,0.539,0.563,0.36,0.338,0.202,0.275,50.6,49.4,52.4,50.0,6.6,6.6,11.3,10.5,9.4,12.7,122.2,116.7,116.7,122.2,11,19,12,117.67717379001164,119.7304169954392,0.6042859727489549,0.6282489981685089,0.5879042029670283,0.5933136677282265,0.3842671364916469,0.3310546516920607,0.19377925521796963,0.28341094578084386,46.18679835575934,53.813638749194574,69.64108950802732,55.955293150733375,6.48638446931773,5.516341743985967,6.709080658421021,5.34201378479607,8.823082529940388,11.179002587184623,125.92737012170488,127.84442277288059,128.3406023393475,125.4463508972886
2024-05-12,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,1,1,121,89,0.661,0.434,0.648,0.376,0.352,0.416,0.091,0.348,54.7,45.3,62.0,60.0,9.4,8.3,13.5,3.5,13.3,12.0,126.5,92.1,93.0,125.2,11,19,12,115.04991062387167,114.3279188783733,0.5919759016911751,0.6135926594327804,0.5686618984883122,0.5813861688855106,0.3747187623056151,0.3337874333088516,0.19701386624402592,0.28010149649326244,47.923257895273835,52.077007222282234,62.85724939346837,53.61206788349644,6.531088697221682,5.942728043076767,8.515466663064613,7.371523218103691,9.050081866285,11.777468435783879,124.46076425891081,123.45943409655176,123.76038221633686,124.16901135139115
2024-05-14,Madison Square Garden (IV),Indiana Pacers,New York Knicks,0,0,91,121,0.557,0.553,0.514,0.525,0.375,0.347,0.306,0.188,35.4,64.6,77.4,55.3,5.4,7.6,9.1,11.1,18.1,7.6,98.7,131.3,131.3,98.7,11,19,17,117.39108836534776,104.36215934644783,0.6191347681166789,0.5429284542053107,0.5998790089497681,0.5005730085099792,0.3657796258890793,0.3661355576881489,0.15530066023167594,0.30681747587455793,50.58969814051806,49.41046266140813,62.51994804015863,56.12552331917758,7.659917334868838,6.8702422848452604,10.476727706788965,5.84819753156921,10.722294350633158,11.865027783549113,125.2631410006476,111.12045825079639,111.65711491868755,124.57467377480306
2024-05-17,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,1,1,116,103,0.6,0.551,0.588,0.518,0.286,0.415,0.143,0.317,57.3,42.7,71.4,55.6,3.5,6.9,16.7,7.7,8.5,8.8,133.9,118.2,118.9,133.2,11,19,12,107.00700423676876,110.90863953220732,0.5946866418969007,0.5468912986848211,0.5660882519537699,0.5101842807367627,0.36940756040770595,0.35860630242856206,0.2145962300320601,0.26006644202758555,44.61301763400418,55.387079897294186,68.37479226823915,55.80070520338894,6.770709152014012,7.157379571596811,9.935027564243372,7.914620784142234,13.625195325323906,10.186870115248754,114.81135943516249,119.0604892301569,119.38598795297213,114.39378295448047
