date,arena,team,opponent,home,win,points,opponent_points,true_shooting,opponent_true_shooting,effective_field_goal,opponent_effective_field_goal,3pt_attempted,opponent_3pt_attempted,free_throws_attempted,opponent_free_throws_attempted,rebounds,opponent_rebounds,assists,opponent_assists,steals,opponent_steals,blocks,opponent_blocks,turnovers,opponent_turnovers,offensive_rating,opponent_offensive_rating,defensive_rating,opponent_defensive_rating,team_code,opponent_code,arena_code,weighted_points,weighted_opponent_points,weighted_true_shooting,weighted_opponent_true_shooting,weighted_effective_field_goal,weighted_opponent_effective_field_goal,weighted_3pt_attempted,weighted_opponent_3pt_attempted,weighted_free_throws_attempted,weighted_opponent_free_throws_attempted,weighted_rebounds,weighted_opponent_rebounds,weighted_assists,weighted_opponent_assists,weighted_steals,weighted_opponent_steals,weighted_blocks,weighted_opponent_blocks,weighted_turnovers,weighted_opponent_turnovers,weighted_offensive_rating,weighted_opponent_offensive_rating,weighted_defensive_rating,weighted_opponent_defensive_rating
2023-11-15,State Farm Arena,Atlanta Hawks,New York Knicks,1,0,114,116,0.659,0.587,0.627,0.564,0.413,0.362,0.347,0.117,41.7,58.3,68.3,64.4,11.6,9.5,10.0,4.5,14.8,14.7,120.6,122.1,122.7,120.0,0,19,26,120.77571051876261,117.54996416448253,0.595881910398455,0.5893847767945474,0.5492032657669718,0.5557864892646076,0.41049648834064023,0.3899019922666383,0.2896016674638404,0.2630619078585976,52.25867636052988,47.741323639470124,61.77327900902519,61.498567710561886,8.425355945151436,9.05750484866539,9.403641516300889,9.896074923840484,13.63462089168512,13.496046090131445,119.11099598479171,115.8598257228804,115.7835783820051,119.20043783778142
2023-11-17,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,1,0,116,126,0.568,0.628,0.517,0.563,0.371,0.341,0.337,0.318,47.6,52.4,60.0,74.4,8.2,9.1,6.9,7.1,11.3,14.5,118.9,127.9,129.2,117.7,0,22,26,119.80918951832294,117.3288695780546,0.6048853881796554,0.5890446003884113,0.560300578320929,0.5569581052288833,0.4108536016775982,0.38592191351251587,0.2977892506896581,0.24222691189489784,50.75253432405434,49.247465675945676,62.704282906597186,61.9124424224951,8.878202940228256,9.120624554735084,9.488709052272128,9.126351996717839,13.80085635563255,13.66778405535696,119.3233949127643,116.74995517403364,116.77017111249084,119.31449135568205
2023-11-21,State Farm Arena,Atlanta Hawks,Indiana Pacers,1,0,152,157,0.708,0.738,0.679,0.723,0.326,0.479,0.295,0.298,57.4,42.6,49.1,61.4,7.4,6.4,8.2,17.2,12.3,11.6,140.2,144.1,144.8,139.5,0,11,26,119.29045839741181,118.50969431300311,0.5998623777298895,0.5943495026540663,0.5544039545324637,0.5577808836262229,0.40542638327034286,0.3798044981311779,0.3031289261885222,0.25254560534361936,50.32322576490774,49.67677423509226,62.336016718566306,63.6129838916088,8.785846030786608,9.117815926194927,9.136181581024353,8.850405673343323,13.460292565263268,13.781114281571291,119.2657374723482,118.26835566919443,118.4628511538845,119.09463174864338
2023-11-22,State Farm Arena,Atlanta Hawks,Brooklyn Nets,1,1,147,145,0.571,0.587,0.517,0.553,0.422,0.31,0.25,0.212,49.6,50.4,47.1,50.9,8.7,6.9,10.3,9.0,9.8,11.5,127.4,125.7,125.7,127.4,0,2,26,123.56930440601549,123.54474166584373,0.6140082266400356,0.6131409111265697,0.5707027855681878,0.5793937562622925,0.39503634885276356,0.3927805979616097,0.30206555380016564,0.25849164877987346,51.24896258988415,48.75103741011585,60.60456850708884,63.323495967664144,8.60455881406507,8.762289212638095,9.013716495149307,9.94264440882129,13.308510761898086,13.495795329340199,122.00421931192301,121.64748062250138,121.90810286628653,121.76392713520718
2023-11-25,Capital One Arena,Atlanta Hawks,Washington Wizards,0,1,136,108,0.614,0.579,0.598,0.545,0.363,0.432,0.196,0.136,54.4,45.6,55.8,76.7,12.7,4.9,4.0,9.2,8.3,17.7,132.7,105.9,105.4,133.3,0,29,4,126.52884316975923,126.25476230826861,0.6085758435769507,0.6098390441594395,0.5639195692965004,0.5760599523440207,0.3984421363788837,0.38232455377075064,0.2954891368043794,0.25261927353593405,51.04068159006705,48.95931840993296,58.898802076722035,61.75428016056043,8.616614021231205,8.527062857876386,9.17618738204637,9.823578687654686,12.865349629049977,13.243705773655073,122.68576212156643,122.15935566011696,122.3870586237176,122.47582132766645
2023-11-26,TD Garden,Atlanta Hawks,Boston Celtics,0,0,103,113,0.534,0.544,0.517,0.511,0.602,0.495,0.216,0.211,42.6,57.4,41.7,57.1,5.1,9.3,8.3,8.6,14.2,11.1,106.1,116.4,116.4,106.1,0,1,28,127.68901143980592,124.01864729223632,0.6092402749961094,0.6060614189808431,0.5680942477481844,0.5722552670426815,0.3941006559466138,0.3884095418612838,0.28330222639801417,0.23833400899461718,51.452180913543984,48.54781908645602,58.519214671613426,63.58505439875713,9.116807918537917,8.082766208945676,8.542130902135485,9.747193487804083,12.306117649659482,13.789579023994476,123.91245504234695,120.16766775267547,120.30623082518143,123.80172785313559
2023-11-28,Rocket Mortgage Fieldhouse,Atlanta Hawks,Cleveland Cavaliers,0,0,105,128,0.471,0.637,0.411,0.608,0.436,0.387,0.238,0.183,44.4,55.6,60.0,54.0,8.7,7.7,5.3,21.1,9.0,14.5,101.5,123.7,123.7,101.5,0,5,22,124.74519509552904,122.70482903467702,0.6002689335626359,0.5986614702226576,0.5620019794535888,0.564951440531323,0.41888972004020736,0.40111895040029116,0.27527738528358775,0.23507481400298497,50.39668321087891,49.60331678912111,56.51376057844674,62.81180314164904,8.63786023643883,8.227904167897512,8.513260207620286,9.61040684700725,12.531936404317321,13.468884665317411,121.78857104588953,119.71842652091647,119.84046790163454,121.6910465120437
2023-11-30,Frost Bank Center,Atlanta Hawks,San Antonio Spurs,0,1,137,135,0.63,0.681,0.583,0.64,0.344,0.461,0.302,0.258,44.0,56.0,49.0,70.8,13.0,3.7,4.2,11.1,8.4,17.5,127.1,125.2,125.2,127.1,0,26,11,122.44620345401526,123.32136149894325,0.5852177681358028,0.6031253389805812,0.5444203710199279,0.5699637120190889,0.42088192069566865,0.3994750391195884,0.2709370687270872,0.22901158892229917,49.698471594740546,50.301528405259475,56.919673776654726,61.7858187605728,8.645095353455481,8.166438719536789,8.139130789116816,10.948174263096506,12.120702570840418,13.588940482664524,119.42631253048393,120.18201293291189,120.28984467362224,119.34014306743225
2023-12-02,Fiserv Forum,Atlanta Hawks,Milwaukee Bucks,0,0,121,132,0.549,0.69,0.52,0.674,0.376,0.371,0.208,0.169,47.6,52.4,51.1,62.3,10.8,4.9,7.1,9.5,9.1,14.3,119.0,129.1,129.8,118.4,0,16,9,124.10545230028121,124.65281940393791,0.590323299625068,0.6120036712453999,0.5488187563259402,0.5779484072607671,0.41211676874305375,0.4064893752094759,0.27447849056250784,0.23231649891494494,49.04880039800658,50.95119960199344,56.01676782114015,62.81350729354726,9.141589205595444,7.65722909379459,7.690038471762964,10.965483607637267,11.696512811937339,14.034832451218032,120.30117408569185,120.75410346786859,120.8496415303762,120.22482862847262
2023-12-06,State Farm Arena,Atlanta Hawks,Brooklyn Nets,1,0,113,114,0.554,0.545,0.511,0.516,0.372,0.287,0.191,0.255,52.1,47.9,59.5,55.8,4.9,6.9,6.0,10.2,11.3,10.3,111.4,113.0,112.4,112.0,0,2,26,123.75795470583591,125.47496295541205,0.585699255902692,0.6207313971922238,0.5455939608598297,0.5886965026079409,0.4080753316048269,0.40251814289895466,0.2670396013705102,0.22523143402451035,48.88668080818287,51.11331919181714,55.46658548855769,62.7560462437602,9.327164028820233,7.348697393809551,7.624013645186415,10.801497180182931,11.405965133580496,14.06450448492415,120.15557376051812,121.68800252281218,121.85117938601668,120.02063178455018
2023-12-08,Wells Fargo Center,Atlanta Hawks,Philadelphia 76ers,0,0,114,125,0.503,0.605,0.457,0.546,0.375,0.345,0.202,0.425,53.4,46.6,48.8,57.1,3.1,6.1,7.0,12.3,11.0,9.6,116.1,127.3,127.3,116.1,0,22,32,122.57396427970673,124.21206060539336,0.5822105243983805,0.6123966112886972,0.5417866462187199,0.5806957287197422,0.4041049814399968,0.38980453896805234,0.25867089537656096,0.22850767919176823,49.24032973711401,50.759670262886,55.910491816176595,61.99048323652276,8.839922729860021,7.299315012769088,7.4452792425623935,10.735298081734046,11.394302907154245,13.650193643212514,119.19195978451785,120.73182524837027,120.8110089991119,119.13790346824082
2023-12-11,State Farm Arena,Atlanta Hawks,Denver Nuggets,1,0,122,129,0.587,0.64,0.547,0.602,0.458,0.33,0.188,0.33,41.7,58.3,56.8,61.7,9.2,9.2,3.4,15.4,8.8,13.7,124.1,131.2,131.2,124.1,0,7,26,121.64418642616948,124.29750633098014,0.5736207765349564,0.6115945079508361,0.5325922125404214,0.5769332544285551,0.4009487789777856,0.38494584505337853,0.2525253900137774,0.24981569988297153,49.691412709036676,50.30858729096334,55.13941584679257,61.460149442483505,8.217474016390291,7.169258891480282,7.396992269947608,10.904977490643441,11.351543910417451,13.210982535124584,118.85666147467104,121.44409126943151,121.51468817569867,118.80846713356428
2023-12-13,Scotiabank Arena,Atlanta Hawks,Toronto Raptors,0,0,128,135,0.591,0.692,0.57,0.678,0.41,0.391,0.19,0.276,47.2,52.8,66.7,78.0,8.9,3.0,15.1,15.3,6.1,13.3,127.0,133.2,133.9,126.3,0,27,23,121.68226588934124,124.80077109560673,0.5750526321039241,0.6146344872206444,0.534134145879408,0.5796159182868985,0.40705444787183614,0.3790654952380941,0.24561982936801674,0.2583970900485759,48.8361651065693,51.16383489343072,55.317132937303995,61.48581844766885,8.322624760375005,7.38659048572137,6.969230848980351,11.386038520042773,11.078475569258305,13.263317588966373,119.41780790346724,122.48817669656432,122.55121826349101,119.3747713606353
2023-12-15,Scotiabank Arena,Atlanta Hawks,Toronto Raptors,0,1,125,104,0.603,0.591,0.594,0.584,0.406,0.403,0.059,0.325,63.2,36.8,65.4,75.0,4.1,8.2,8.7,10.0,11.9,13.7,126.9,106.7,105.6,128.3,0,27,23,122.35047127923379,125.87950907464979,0.5767393313217306,0.6228171760969852,0.5379275560826082,0.590021670179719,0.40736598896770587,0.3803277674812627,0.23973710794960337,0.26025889035566546,48.663113451685746,51.336886548314254,56.52106032495577,63.23246763069076,8.38369178857694,6.92263563189724,7.829194829027765,11.800005000893378,10.551919030068987,13.267197363635201,120.21975074204859,123.62113005318889,123.75154056136287,120.1072293941658
2023-12-16,Rocket Mortgage Fieldhouse,Atlanta Hawks,Cleveland Cavaliers,0,0,119,127,0.62,0.59,0.571,0.564,0.424,0.416,0.294,0.149,41.0,59.0,51.2,65.3,5.2,8.2,6.8,6.1,10.3,9.3,122.9,130.5,131.2,122.3,0,5,22,122.62776257181798,123.58966888349948,0.579487689814639,0.6194872911188896,0.543795920645085,0.5893914612317792,0.40722302888444945,0.38270057159982773,0.22082173409897238,0.26703449004473845,50.18449800190356,49.815501998096444,57.45030205763576,64.46402033500287,7.935374159944721,7.056320544974835,7.920330542921092,11.611622172866733,10.693004918940666,13.312493118133284,120.91888449251661,121.8502181216974,121.85185775920799,120.96465884315879
2023-12-18,State Farm Arena,Atlanta Hawks,Detroit Pistons,1,1,130,124,0.671,0.586,0.635,0.559,0.424,0.234,0.318,0.287,52.6,47.4,54.3,47.9,5.9,6.9,13.9,6.1,15.7,10.9,127.4,122.1,121.5,128.0,0,8,26,122.25166320252,123.94322658101176,0.5836877040128899,0.6164302686780403,0.5466162367173655,0.5867590638888515,0.40896234013494487,0.3861528080048723,0.22840831097847972,0.2547975543626471,49.232317742735326,50.76768225726469,56.80231735211501,64.55068847232637,7.651790966176433,7.174888701848032,7.804183027129635,11.040218289071454,10.65226109979086,12.896507754932912,121.12427177410422,122.74696300083221,122.82100343268239,121.10309705595338
2023-12-20,Toyota Center,Atlanta Hawks,Houston Rockets,0,1,134,127,0.648,0.641,0.61,0.584,0.44,0.382,0.308,0.258,54.3,45.7,66.0,56.8,4.1,4.1,5.5,11.8,10.4,8.3,136.0,130.3,128.9,137.4,0,10,30,123.04817469686935,123.94906276004986,0.5926632105208653,0.6133021058978574,0.5557018876394275,0.5839054949181481,0.41050817755059876,0.3705118435448831,0.2376181339339071,0.25810789292519565,49.5785078603487,50.421492139651306,56.54508478910643,62.83903536486831,7.471710817787596,7.146630765156387,8.430819221870195,10.532375024808589,11.17115723964355,12.69127127426278,121.76940243865721,122.6804566679184,122.68520726820117,121.81208307629929
2023-12-22,Kaseya Center,Atlanta Hawks,Miami Heat,0,0,113,122,0.553,0.615,0.536,0.564,0.563,0.453,0.146,0.349,47.3,52.7,69.0,52.5,8.9,7.0,4.3,4.8,12.1,14.6,111.6,121.1,120.5,112.2,0,15,14,124.16546686282771,124.2603157414184,0.5983086038377812,0.6161278120461304,0.5612413163545159,0.5839151362139754,0.4135168981310057,0.3716838515758126,0.24479840803476377,0.2580968858175449,50.06018886175751,49.93981113824248,57.50966397134669,62.222940173760385,7.127732898279122,6.835817125214202,8.131820537559582,10.661696614128466,11.092484697055648,12.243279012011365,123.22119104303252,123.45779339832455,123.31923301643045,123.40234378448295
