Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes,Boxscore Link,Team 1 TS PCT,Team 2 TS PCT,Team 1 EFG PCT,Team 2 EFG PCT,Team 1 3P AR,Team 2 3P AR,Team 1 FT AR,Team 2 FT AR,Team 1 TRB PCT,Team 2 TRB PCT,Team 1 AST PCT,Team 2 AST PCT,Team 1 STL PCT,Team 2 STL PCT,Team 1 BLK PCT,Team 2 BLK PCT,Team 1 TO PCT,Team 2 TO PCT,Team 1 OFF RT,Team 2 OFF RT,Team 1 DEF RT,Team 2 DEF RT
"Thu, Jun 6, 2024",8:30p,Dallas Mavericks,89,Boston Celtics,107,Box Score,,"19,156",2:12,TD Garden,,https://www.basketball-reference.com/boxscores/202406060BOS.html,.482,.592,.458,.573,.321,.512,.226,.232,47.8,52.2,25.7,59.0,8.8,6.5,2.5,15.8,10.6,13.4,97.6,116.1,117.4,96.6
"Sun, Jun 9, 2024",8:00p,Dallas Mavericks,98,Boston Celtics,105,Box Score,,"19,156",2:18,TD Garden,,https://www.basketball-reference.com/boxscores/202406090BOS.html,.541,.566,.513,.512,.325,.464,.300,.238,51.2,48.8,55.3,76.3,5.4,10.7,6.7,9.3,14.2,10.6,105.8,112.7,113.3,105.2
"Wed, Jun 12, 2024",8:30p,Boston Celtics,106,Dallas Mavericks,99,Box Score,,"20,311",2:21,American Airlines Center,,https://www.basketball-reference.com/boxscores/202406120DAL.html,.601,.532,.567,.494,.561,.291,.171,.186,45.6,54.4,68.4,39.5,4.4,5.5,9.8,2.8,9.3,8.8,117.4,109.1,109.7,116.8
"Fri, Jun 14, 2024",8:30p,Boston Celtics,84,Dallas Mavericks,122,Box Score,,"20,277",2:22,American Airlines Center,,https://www.basketball-reference.com/boxscores/202406140DAL.html,.490,.606,.450,.588,.513,.407,.163,.242,37.3,62.7,62.1,45.7,2.1,7.5,9.3,5.1,14.0,8.2,90.2,131.0,131.0,90.2
"Mon, Jun 17, 2024",8:30p,Dallas Mavericks,88,Boston Celtics,106,Box Score,,"19,156",2:21,TD Garden,,https://www.basketball-reference.com/boxscores/202406170BOS.html,.526,.542,.519,.500,.474,.438,.167,.225,40.7,59.3,51.4,65.8,4.6,10.2,8.0,4.9,13.4,8.4,101.3,120.7,122.1,100.2
